编号,精灵名称,来源,习得等级,技能属性,技能名,能耗,类别,威力
NO010,水灵,精灵技能,LV21,水,洗礼,1,状态,0
NO010,水灵,精灵技能,LV29,水,泡沫幻影,2,防御,0
NO010,水灵,精灵技能,LV30,水,涌泉,6,魔攻,60
NO010,水灵,精灵技能,LV36,水,落雨,5,状态,0
NO010,水灵,精灵技能,LV42,水,潮汐,4,防御,0
NO010,水灵,精灵技能,LV48,水,天洪,7,魔攻,150
NO010,水灵,血脉技能,,普通,防反,2,防御,0
NO010,水灵,血脉技能,,恶,等价交换,3,防御,0
NO010,水灵,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO010,水灵,血脉技能,,电,集中,2,防御,0
NO010,水灵,血脉技能,,武,反击拳,2,物攻,25
NO010,水灵,血脉技能,,火,火焰护盾,2,防御,0
NO010,水灵,血脉技能,,幽,虚化,2,防御,0
NO010,水灵,血脉技能,,草,蜡质膜,2,防御,0
NO010,水灵,血脉技能,,冰,雪替身,2,防御,0
NO010,水灵,血脉技能,,虫,掩护,2,防御,0
NO010,水灵,血脉技能,,光,虹光冲击,3,魔攻,100
NO010,水灵,血脉技能,,机械,离子震荡,3,魔攻,90
NO010,水灵,血脉技能,,萌,魅惑,1,魔攻,60
NO010,水灵,血脉技能,,幻,冥想,3,防御,0
NO010,水灵,血脉技能,,地,淤泥表皮,2,防御,0
NO010,水灵,血脉技能,,毒,毒沼,2,物攻,80
NO010,水灵,血脉技能,,水,水弹枪,2,魔攻,80
NO010,水灵,血脉技能,,翼,羽翼庇护,3,防御,0
NO010,水灵,可学技能石,,普通,借用,0,状态,0
NO010,水灵,可学技能石,,冰,冰墙,2,防御,0
NO010,水灵,可学技能石,,冰,冰天雪地,2,防御,0
NO010,水灵,可学技能石,,冰,冷风,1,魔攻,60
NO010,水灵,可学技能石,,普通,吓退,2,防御,0
NO010,水灵,可学技能石,,普通,嗜痛,2,防御,0
NO010,水灵,可学技能石,,幻,多维击打,4,魔攻,15
NO010,水灵,可学技能石,,冰,寒风吹,3,魔攻,70
NO010,水灵,可学技能石,,普通,有效预防,1,防御,0
NO010,水灵,可学技能石,,水,水波术,6,魔攻,90
NO010,水灵,可学技能石,,普通,突袭,2,魔攻,70
NO010,水灵,可学技能石,,冰,速冻,4,状态,0
NO010,水灵,可学技能石,,普通,魔能爆,0,魔攻,191
NO011,鸭吉吉,精灵技能,LV1,普通,猛烈撞击,1,物攻,65
NO011,鸭吉吉,精灵技能,LV1,普通,力量增效,1,状态,0
NO011,鸭吉吉,精灵技能,LV6,普通,扫尾,2,物攻,90
NO011,鸭吉吉,精灵技能,LV8,普通,防御,1,防御,0
NO011,鸭吉吉,精灵技能,LV10,普通,休息回复,2,状态,0
NO011,鸭吉吉,精灵技能,LV12,普通,旋转突击,3,物攻,35
NO011,鸭吉吉,精灵技能,LV21,普通,咆哮,1,状态,0
NO011,鸭吉吉,精灵技能,LV25,普通,吓退,2,防御,0
NO011,鸭吉吉,精灵技能,LV28,普通,见招拆招,2,物攻,65
NO011,鸭吉吉,精灵技能,LV34,普通,伺机而动,1,状态,0
NO011,鸭吉吉,精灵技能,LV35,普通,热身运动,2,状态,0
NO011,鸭吉吉,精灵技能,LV38,普通,吨位压制,3,物攻,0
NO011,鸭吉吉,精灵技能,LV39,普通,快速移动,1,状态,0
NO011,鸭吉吉,血脉技能,,普通,星星撞击,2,魔攻,90
NO011,鸭吉吉,血脉技能,,恶,贪婪,2,状态,0
NO011,鸭吉吉,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO011,鸭吉吉,血脉技能,,电,麻痹,2,状态,0
NO011,鸭吉吉,血脉技能,,武,化劲,2,状态,0
NO011,鸭吉吉,血脉技能,,火,引燃,2,状态,0
NO011,鸭吉吉,血脉技能,,幽,勾魂,1,状态,0
NO011,鸭吉吉,血脉技能,,草,徒长,2,状态,0
NO011,鸭吉吉,血脉技能,,冰,霜降,1,状态,0
NO011,鸭吉吉,血脉技能,,虫,假寐,2,状态,0
NO011,鸭吉吉,血脉技能,,光,透射,1,物攻,60
NO011,鸭吉吉,血脉技能,,机械,啮合传递,1,状态,0
NO011,鸭吉吉,血脉技能,,萌,甜心续航,3,状态,0
NO011,鸭吉吉,血脉技能,,幻,超维投射,4,状态,0
NO011,鸭吉吉,血脉技能,,地,泥浆铠甲,2,状态,0
NO011,鸭吉吉,血脉技能,,毒,毒孢子,3,状态,0
NO011,鸭吉吉,血脉技能,,水,蓄水,1,状态,0
NO011,鸭吉吉,血脉技能,,翼,羽化加速,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,三连破,1,状态,0
NO011,鸭吉吉,可学技能石,,普通,主场优势,3,状态,0
NO011,鸭吉吉,可学技能石,,翼,乘风,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,冲撞,7,物攻,135
NO011,鸭吉吉,可学技能石,,武,反击拳,2,物攻,25
NO011,鸭吉吉,可学技能石,,普通,复写,0,状态,0
NO011,鸭吉吉,可学技能石,,武,提气,4,状态,0
NO011,鸭吉吉,可学技能石,,普通,摇篮曲,5,状态,0
NO011,鸭吉吉,可学技能石,,武,破绽,1,状态,0
NO011,鸭吉吉,可学技能石,,普通,精神扰乱,0,状态,0
NO011,鸭吉吉,可学技能石,,武,缠丝劲,1,物攻,25
NO011,鸭吉吉,可学技能石,,普通,防反,2,防御,0
NO011,鸭吉吉,可学技能石,,翼,风矢,2,物攻,80
NO011,鸭吉吉,可学技能石,,翼,飞羽,0,状态,0
NO011,鸭吉吉,精灵技能,LV1,普通,魔法增效,0,状态,0
NO011,鸭吉吉,精灵技能,LV1,普通,音波弹,1,魔攻,60
NO011,鸭吉吉,精灵技能,LV6,普通,拍击,1,魔攻,65
NO011,鸭吉吉,精灵技能,LV8,普通,防御,1,防御,0
NO011,鸭吉吉,精灵技能,LV10,普通,休息回复,2,状态,0
NO011,鸭吉吉,精灵技能,LV12,普通,许愿星,3,魔攻,110
NO011,鸭吉吉,精灵技能,LV21,普通,咆哮,1,状态,0
NO011,鸭吉吉,精灵技能,LV25,普通,吓退,2,防御,0
NO011,鸭吉吉,精灵技能,LV28,普通,蓄能轰击,6,魔攻,130
NO011,鸭吉吉,精灵技能,LV34,普通,伺机而动,1,状态,0
NO011,鸭吉吉,精灵技能,LV35,普通,鼓劲,3,状态,0
NO011,鸭吉吉,精灵技能,LV38,普通,魔能爆,0,魔攻,191
NO011,鸭吉吉,精灵技能,LV39,普通,快速移动,1,状态,0
NO011,鸭吉吉,血脉技能,,普通,星星撞击,2,魔攻,90
NO011,鸭吉吉,血脉技能,,恶,贪婪,2,状态,0
NO011,鸭吉吉,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO011,鸭吉吉,血脉技能,,电,麻痹,2,状态,0
NO011,鸭吉吉,血脉技能,,武,化劲,2,状态,0
NO011,鸭吉吉,血脉技能,,火,引燃,2,状态,0
NO011,鸭吉吉,血脉技能,,幽,勾魂,1,状态,0
NO011,鸭吉吉,血脉技能,,草,徒长,2,状态,0
NO011,鸭吉吉,血脉技能,,冰,霜降,1,状态,0
NO011,鸭吉吉,血脉技能,,虫,假寐,2,状态,0
NO011,鸭吉吉,血脉技能,,光,虹光冲击,3,魔攻,100
NO011,鸭吉吉,血脉技能,,机械,啮合传递,1,状态,0
NO011,鸭吉吉,血脉技能,,萌,甜心续航,3,状态,0
NO011,鸭吉吉,血脉技能,,幻,超维投射,4,状态,0
NO011,鸭吉吉,血脉技能,,地,泥浆铠甲,2,状态,0
NO011,鸭吉吉,血脉技能,,毒,毒孢子,3,状态,0
NO011,鸭吉吉,血脉技能,,水,蓄水,1,状态,0
NO011,鸭吉吉,血脉技能,,翼,羽化加速,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,主场优势,3,状态,0
NO011,鸭吉吉,可学技能石,,翼,乘风,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,借用,0,状态,0
NO011,鸭吉吉,可学技能石,,普通,加固,2,状态,0
NO011,鸭吉吉,可学技能石,,武,反击拳,2,物攻,25
NO011,鸭吉吉,可学技能石,,普通,嗜痛,2,防御,0
NO011,鸭吉吉,可学技能石,,翼,回旋风暴,3,魔攻,100
NO011,鸭吉吉,可学技能石,,武,提气,4,状态,0
NO011,鸭吉吉,可学技能石,,普通,摇篮曲,5,状态,0
NO011,鸭吉吉,可学技能石,,武,气波,0,魔攻,40
NO011,鸭吉吉,可学技能石,,武,破绽,1,状态,0
NO011,鸭吉吉,可学技能石,,普通,精神扰乱,0,状态,0
NO011,鸭吉吉,可学技能石,,翼,翼击,3,魔攻,50
NO011,鸭吉吉,可学技能石,,翼,飞羽,0,状态,0
NO011,鸭吉吉,精灵技能,LV1,普通,猛烈撞击,1,物攻,65
NO011,鸭吉吉,精灵技能,LV1,普通,力量增效,1,状态,0
NO011,鸭吉吉,精灵技能,LV6,普通,扫尾,2,物攻,90
NO011,鸭吉吉,精灵技能,LV8,普通,防御,1,防御,0
NO011,鸭吉吉,精灵技能,LV10,普通,休息回复,2,状态,0
NO011,鸭吉吉,精灵技能,LV12,普通,旋转突击,3,物攻,35
NO011,鸭吉吉,精灵技能,LV18,普通,咆哮,1,状态,0
NO011,鸭吉吉,精灵技能,LV22,普通,吓退,2,防御,0
NO011,鸭吉吉,精灵技能,LV27,普通,见招拆招,2,物攻,65
NO011,鸭吉吉,精灵技能,LV30,普通,伺机而动,1,状态,0
NO011,鸭吉吉,精灵技能,LV34,普通,热身运动,2,状态,0
NO011,鸭吉吉,精灵技能,LV35,普通,吨位压制,3,物攻,0
NO011,鸭吉吉,精灵技能,LV39,普通,快速移动,1,状态,0
NO011,鸭吉吉,血脉技能,,普通,星星撞击,2,魔攻,90
NO011,鸭吉吉,血脉技能,,恶,贪婪,2,状态,0
NO011,鸭吉吉,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO011,鸭吉吉,血脉技能,,电,麻痹,2,状态,0
NO011,鸭吉吉,血脉技能,,武,化劲,2,状态,0
NO011,鸭吉吉,血脉技能,,火,引燃,2,状态,0
NO011,鸭吉吉,血脉技能,,幽,勾魂,1,状态,0
NO011,鸭吉吉,血脉技能,,草,徒长,2,状态,0
NO011,鸭吉吉,血脉技能,,冰,霜降,1,状态,0
NO011,鸭吉吉,血脉技能,,虫,假寐,2,状态,0
NO011,鸭吉吉,血脉技能,,光,透射,1,物攻,60
NO011,鸭吉吉,血脉技能,,机械,啮合传递,1,状态,0
NO011,鸭吉吉,血脉技能,,萌,甜心续航,3,状态,0
NO011,鸭吉吉,血脉技能,,幻,超维投射,4,状态,0
NO011,鸭吉吉,血脉技能,,地,泥浆铠甲,2,状态,0
NO011,鸭吉吉,血脉技能,,毒,毒孢子,3,状态,0
NO011,鸭吉吉,血脉技能,,水,蓄水,1,状态,0
NO011,鸭吉吉,血脉技能,,翼,羽化加速,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,三连破,1,状态,0
NO011,鸭吉吉,可学技能石,,普通,主场优势,3,状态,0
NO011,鸭吉吉,可学技能石,,翼,乘风,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,冲撞,7,物攻,135
NO011,鸭吉吉,可学技能石,,武,反击拳,2,物攻,25
NO011,鸭吉吉,可学技能石,,普通,复写,0,状态,0
NO011,鸭吉吉,可学技能石,,武,提气,4,状态,0
NO011,鸭吉吉,可学技能石,,普通,摇篮曲,5,状态,0
NO011,鸭吉吉,可学技能石,,武,破绽,1,状态,0
NO011,鸭吉吉,可学技能石,,普通,精神扰乱,0,状态,0
NO011,鸭吉吉,可学技能石,,武,缠丝劲,1,物攻,25
NO011,鸭吉吉,可学技能石,,普通,防反,2,防御,0
NO011,鸭吉吉,可学技能石,,翼,风矢,2,物攻,80
NO011,鸭吉吉,可学技能石,,翼,飞羽,0,状态,0
NO011,鸭吉吉,精灵技能,LV1,普通,魔法增效,0,状态,0
NO011,鸭吉吉,精灵技能,LV1,普通,音波弹,1,魔攻,60
NO011,鸭吉吉,精灵技能,LV6,普通,拍击,1,魔攻,65
NO011,鸭吉吉,精灵技能,LV8,普通,防御,1,防御,0
NO011,鸭吉吉,精灵技能,LV10,普通,休息回复,2,状态,0
NO011,鸭吉吉,精灵技能,LV12,普通,许愿星,3,魔攻,110
NO011,鸭吉吉,精灵技能,LV21,普通,咆哮,1,状态,0
NO011,鸭吉吉,精灵技能,LV25,普通,吓退,2,防御,0
NO011,鸭吉吉,精灵技能,LV28,普通,蓄能轰击,6,魔攻,130
NO011,鸭吉吉,精灵技能,LV34,普通,伺机而动,1,状态,0
NO011,鸭吉吉,精灵技能,LV35,普通,鼓劲,3,状态,0
NO011,鸭吉吉,精灵技能,LV38,普通,魔能爆,0,魔攻,191
NO011,鸭吉吉,精灵技能,LV39,普通,快速移动,1,状态,0
NO011,鸭吉吉,血脉技能,,普通,星星撞击,2,魔攻,90
NO011,鸭吉吉,血脉技能,,恶,贪婪,2,状态,0
NO011,鸭吉吉,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO011,鸭吉吉,血脉技能,,电,麻痹,2,状态,0
NO011,鸭吉吉,血脉技能,,武,化劲,2,状态,0
NO011,鸭吉吉,血脉技能,,火,引燃,2,状态,0
NO011,鸭吉吉,血脉技能,,幽,勾魂,1,状态,0
NO011,鸭吉吉,血脉技能,,草,徒长,2,状态,0
NO011,鸭吉吉,血脉技能,,冰,霜降,1,状态,0
NO011,鸭吉吉,血脉技能,,虫,假寐,2,状态,0
NO011,鸭吉吉,血脉技能,,光,虹光冲击,3,魔攻,100
NO011,鸭吉吉,血脉技能,,机械,啮合传递,1,状态,0
NO011,鸭吉吉,血脉技能,,萌,甜心续航,3,状态,0
NO011,鸭吉吉,血脉技能,,幻,超维投射,4,状态,0
NO011,鸭吉吉,血脉技能,,地,泥浆铠甲,2,状态,0
NO011,鸭吉吉,血脉技能,,毒,毒孢子,3,状态,0
NO011,鸭吉吉,血脉技能,,水,蓄水,1,状态,0
NO011,鸭吉吉,血脉技能,,翼,羽化加速,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,主场优势,3,状态,0
NO011,鸭吉吉,可学技能石,,翼,乘风,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,借用,0,状态,0
NO011,鸭吉吉,可学技能石,,普通,加固,2,状态,0
NO011,鸭吉吉,可学技能石,,武,反击拳,2,物攻,25
NO011,鸭吉吉,可学技能石,,普通,嗜痛,2,防御,0
NO011,鸭吉吉,可学技能石,,翼,回旋风暴,3,魔攻,100
NO011,鸭吉吉,可学技能石,,武,提气,4,状态,0
NO011,鸭吉吉,可学技能石,,普通,摇篮曲,5,状态,0
NO011,鸭吉吉,可学技能石,,武,气波,0,魔攻,40
NO011,鸭吉吉,可学技能石,,武,破绽,1,状态,0
NO011,鸭吉吉,可学技能石,,普通,精神扰乱,0,状态,0
NO011,鸭吉吉,可学技能石,,翼,翼击,3,魔攻,50
NO011,鸭吉吉,可学技能石,,翼,飞羽,0,状态,0
NO011,鸭吉吉,精灵技能,,普通,魔法增效,0,状态,0
NO011,鸭吉吉,精灵技能,,普通,音波弹,1,魔攻,60
NO011,鸭吉吉,精灵技能,,普通,拍击,1,魔攻,65
NO011,鸭吉吉,精灵技能,,普通,防御,1,防御,0
NO011,鸭吉吉,精灵技能,,普通,休息回复,2,状态,0
NO011,鸭吉吉,精灵技能,,普通,许愿星,3,魔攻,110
NO011,鸭吉吉,精灵技能,,普通,咆哮,1,状态,0
NO011,鸭吉吉,精灵技能,,普通,吓退,2,防御,0
NO011,鸭吉吉,精灵技能,,普通,蓄能轰击,6,魔攻,130
NO011,鸭吉吉,精灵技能,,普通,伺机而动,1,状态,0
NO011,鸭吉吉,精灵技能,,普通,鼓劲,3,状态,0
NO011,鸭吉吉,精灵技能,,普通,魔能爆,0,魔攻,191
NO011,鸭吉吉,精灵技能,,普通,快速移动,1,状态,0
NO011,鸭吉吉,精灵技能,LV1,普通,猛烈撞击,1,物攻,65
NO011,鸭吉吉,精灵技能,LV1,普通,力量增效,1,状态,0
NO011,鸭吉吉,精灵技能,LV6,普通,扫尾,2,物攻,90
NO011,鸭吉吉,精灵技能,LV8,普通,防御,1,防御,0
NO011,鸭吉吉,精灵技能,LV10,普通,休息回复,2,状态,0
NO011,鸭吉吉,精灵技能,LV12,普通,旋转突击,3,物攻,35
NO011,鸭吉吉,精灵技能,LV21,普通,咆哮,1,状态,0
NO011,鸭吉吉,精灵技能,LV25,普通,吓退,2,防御,0
NO011,鸭吉吉,精灵技能,LV28,普通,见招拆招,2,物攻,65
NO011,鸭吉吉,精灵技能,LV34,普通,伺机而动,1,状态,0
NO011,鸭吉吉,精灵技能,LV35,普通,热身运动,2,状态,0
NO011,鸭吉吉,精灵技能,LV38,普通,吨位压制,3,物攻,0
NO011,鸭吉吉,精灵技能,LV39,普通,快速移动,1,状态,0
NO011,鸭吉吉,血脉技能,,普通,星星撞击,2,魔攻,90
NO011,鸭吉吉,血脉技能,,恶,贪婪,2,状态,0
NO011,鸭吉吉,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO011,鸭吉吉,血脉技能,,电,麻痹,2,状态,0
NO011,鸭吉吉,血脉技能,,武,化劲,2,状态,0
NO011,鸭吉吉,血脉技能,,火,引燃,2,状态,0
NO011,鸭吉吉,血脉技能,,幽,勾魂,1,状态,0
NO011,鸭吉吉,血脉技能,,草,徒长,2,状态,0
NO011,鸭吉吉,血脉技能,,冰,霜降,1,状态,0
NO011,鸭吉吉,血脉技能,,虫,假寐,2,状态,0
NO011,鸭吉吉,血脉技能,,光,透射,1,物攻,60
NO011,鸭吉吉,血脉技能,,机械,啮合传递,1,状态,0
NO011,鸭吉吉,血脉技能,,萌,甜心续航,3,状态,0
NO011,鸭吉吉,血脉技能,,幻,超维投射,4,状态,0
NO011,鸭吉吉,血脉技能,,地,泥浆铠甲,2,状态,0
NO011,鸭吉吉,血脉技能,,毒,毒孢子,3,状态,0
NO011,鸭吉吉,血脉技能,,水,蓄水,1,状态,0
NO011,鸭吉吉,血脉技能,,翼,羽化加速,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,三连破,1,状态,0
NO011,鸭吉吉,可学技能石,,普通,主场优势,3,状态,0
NO011,鸭吉吉,可学技能石,,翼,乘风,2,状态,0
NO011,鸭吉吉,可学技能石,,普通,冲撞,7,物攻,135
NO011,鸭吉吉,可学技能石,,武,反击拳,2,物攻,25
NO011,鸭吉吉,可学技能石,,普通,复写,0,状态,0
NO011,鸭吉吉,可学技能石,,武,提气,4,状态,0
NO011,鸭吉吉,可学技能石,,普通,摇篮曲,5,状态,0
NO011,鸭吉吉,可学技能石,,武,破绽,1,状态,0
NO011,鸭吉吉,可学技能石,,普通,精神扰乱,0,状态,0
NO011,鸭吉吉,可学技能石,,武,缠丝劲,1,物攻,25
NO011,鸭吉吉,可学技能石,,普通,防反,2,防御,0
NO011,鸭吉吉,可学技能石,,翼,风矢,2,物攻,80
NO011,鸭吉吉,可学技能石,,翼,飞羽,0,状态,0
NO012,板板壳,精灵技能,LV1,水,肥皂泡,1,魔攻,60
NO012,板板壳,精灵技能,LV1,普通,防御,1,防御,0
NO012,板板壳,精灵技能,LV6,普通,魔法增效,0,状态,0
NO012,板板壳,精灵技能,LV8,水,气泡,3,魔攻,100
NO012,板板壳,精灵技能,LV12,水,洗礼,1,状态,0
NO012,板板壳,精灵技能,LV18,普通,后发制人,3,物攻,155
NO012,板板壳,精灵技能,LV21,水,水泡盾,2,防御,0
NO012,板板壳,精灵技能,LV22,水,水光冲击,5,魔攻,140
NO012,板板壳,精灵技能,LV28,水,落雨,5,状态,0
NO012,板板壳,精灵技能,LV34,水,水炮,5,魔攻,110
NO012,板板壳,精灵技能,LV39,水,泡沫幻影,2,防御,0
NO012,板板壳,精灵技能,LV49,水,天洪,7,魔攻,150
NO012,板板壳,精灵技能,LV50,水,水环,2,防御,0
NO012,板板壳,血脉技能,,普通,星星撞击,2,魔攻,90
NO012,板板壳,血脉技能,,恶,等价交换,3,防御,0
NO012,板板壳,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO012,板板壳,血脉技能,,电,集中,2,防御,0
NO012,板板壳,血脉技能,,武,贯手,2,魔攻,80
NO012,板板壳,血脉技能,,火,火焰护盾,2,防御,0
NO012,板板壳,血脉技能,,幽,虚化,2,防御,0
NO012,板板壳,血脉技能,,草,蜡质膜,2,防御,0
NO012,板板壳,血脉技能,,冰,雪替身,2,防御,0
NO012,板板壳,血脉技能,,虫,掩护,2,防御,0
NO012,板板壳,血脉技能,,光,虹光冲击,3,魔攻,100
NO012,板板壳,血脉技能,,机械,离子震荡,3,魔攻,90
NO012,板板壳,血脉技能,,萌,魅惑,1,魔攻,60
NO012,板板壳,血脉技能,,幻,冥想,3,防御,0
NO012,板板壳,血脉技能,,地,淤泥表皮,2,防御,0
NO012,板板壳,血脉技能,,毒,毒沼,2,物攻,80
NO012,板板壳,血脉技能,,水,水弹枪,2,魔攻,80
NO012,板板壳,血脉技能,,翼,风墙,2,防御,0
NO012,板板壳,可学技能石,,武,化劲,2,状态,0
NO012,板板壳,可学技能石,,武,叠势,3,魔攻,25
NO012,板板壳,可学技能石,,普通,复写,0,状态,0
NO012,板板壳,可学技能石,,普通,无畏之心,5,防御,0
NO012,板板壳,可学技能石,,普通,有效预防,1,防御,0
NO012,板板壳,可学技能石,,草,棘突,3,魔攻,100
NO012,板板壳,可学技能石,,武,气波,0,魔攻,40
NO012,板板壳,可学技能石,,武,硬门,2,防御,0
NO012,板板壳,可学技能石,,普通,突袭,2,魔攻,70
NO012,板板壳,可学技能石,,草,酶浓度调整,3,防御,0
NO012,板板壳,可学技能石,,普通,防反,2,防御,0
NO012,板板壳,可学技能石,,武,防御反击,3,防御,0
NO012,板板壳,可学技能石,,普通,魔能爆,0,魔攻,191
NO013,咔咔壳,精灵技能,LV1,水,肥皂泡,1,魔攻,60
NO013,咔咔壳,精灵技能,LV1,普通,防御,1,防御,0
NO013,咔咔壳,精灵技能,LV6,普通,魔法增效,0,状态,0
NO013,咔咔壳,精灵技能,LV8,水,气泡,3,魔攻,100
NO013,咔咔壳,精灵技能,LV12,水,洗礼,1,状态,0
NO013,咔咔壳,精灵技能,LV18,普通,后发制人,3,物攻,155
NO013,咔咔壳,精灵技能,LV21,水,水泡盾,2,防御,0
NO013,咔咔壳,精灵技能,LV22,水,水光冲击,5,魔攻,140
NO013,咔咔壳,精灵技能,LV28,水,落雨,5,状态,0
NO013,咔咔壳,精灵技能,LV34,水,水炮,5,魔攻,110
NO013,咔咔壳,精灵技能,LV39,水,泡沫幻影,2,防御,0
NO013,咔咔壳,精灵技能,LV49,水,天洪,7,魔攻,150
NO013,咔咔壳,精灵技能,LV50,水,水环,2,防御,0
NO013,咔咔壳,血脉技能,,普通,星星撞击,2,魔攻,90
NO013,咔咔壳,血脉技能,,恶,等价交换,3,防御,0
NO013,咔咔壳,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO013,咔咔壳,血脉技能,,电,集中,2,防御,0
NO013,咔咔壳,血脉技能,,武,贯手,2,魔攻,80
NO013,咔咔壳,血脉技能,,火,火焰护盾,2,防御,0
NO013,咔咔壳,血脉技能,,幽,虚化,2,防御,0
NO013,咔咔壳,血脉技能,,草,蜡质膜,2,防御,0
NO013,咔咔壳,血脉技能,,冰,雪替身,2,防御,0
NO013,咔咔壳,血脉技能,,虫,掩护,2,防御,0
NO013,咔咔壳,血脉技能,,光,虹光冲击,3,魔攻,100
NO013,咔咔壳,血脉技能,,机械,离子震荡,3,魔攻,90
NO013,咔咔壳,血脉技能,,萌,魅惑,1,魔攻,60
NO013,咔咔壳,血脉技能,,幻,冥想,3,防御,0
NO013,咔咔壳,血脉技能,,地,淤泥表皮,2,防御,0
NO013,咔咔壳,血脉技能,,毒,毒沼,2,物攻,80
NO013,咔咔壳,血脉技能,,水,水弹枪,2,魔攻,80
NO013,咔咔壳,血脉技能,,翼,风墙,2,防御,0
NO013,咔咔壳,可学技能石,,武,化劲,2,状态,0
NO013,咔咔壳,可学技能石,,武,叠势,3,魔攻,25
NO013,咔咔壳,可学技能石,,普通,复写,0,状态,0
NO013,咔咔壳,可学技能石,,普通,无畏之心,5,防御,0
NO013,咔咔壳,可学技能石,,普通,有效预防,1,防御,0
NO013,咔咔壳,可学技能石,,草,棘突,3,魔攻,100
NO013,咔咔壳,可学技能石,,武,气波,0,魔攻,40
NO013,咔咔壳,可学技能石,,武,硬门,2,防御,0
NO013,咔咔壳,可学技能石,,普通,突袭,2,魔攻,70
NO013,咔咔壳,可学技能石,,草,酶浓度调整,3,防御,0
NO013,咔咔壳,可学技能石,,普通,防反,2,防御,0
NO013,咔咔壳,可学技能石,,武,防御反击,3,防御,0
NO013,咔咔壳,可学技能石,,普通,魔能爆,0,魔攻,191
